# t, Media Opinión
20.397714 0.453125
39.893800 0.507812
60.282501 0.507812
80.408232 0.535156
100.748154 0.613281
121.568767 0.632812
142.121114 0.625000
162.462232 0.644531
184.029595 0.660156
203.763419 0.710938
223.515368 0.726562
243.344324 0.761719
264.120578 0.796875
283.417543 0.785156
303.137104 0.757812
323.101771 0.757812
343.017494 0.726562
363.543554 0.722656
382.887492 0.722656
402.256198 0.773438
422.115039 0.777344
442.605475 0.769531
462.542374 0.734375
482.851611 0.746094
502.566441 0.730469
522.174726 0.769531
541.483397 0.761719
562.130990 0.765625
581.577356 0.804688
601.628217 0.875000
621.773606 0.878906
642.420007 0.898438
662.063204 0.917969
681.373538 0.945312
701.689758 0.917969
720.932354 0.910156
740.522763 0.906250
760.915912 0.859375
781.218774 0.898438
800.732985 0.875000
819.762633 0.863281
839.098654 0.867188
858.567817 0.859375
877.696098 0.824219
896.841125 0.816406
917.483336 0.832031
937.337858 0.847656
958.208626 0.843750
978.391479 0.847656
997.503807 0.839844
1017.490991 0.832031
1037.141166 0.816406
1056.163903 0.816406
1076.134029 0.812500
1095.860014 0.835938
1115.730732 0.875000
1136.039190 0.878906
1157.053205 0.835938
1176.546935 0.839844
1197.433110 0.859375
1217.819806 0.828125
1238.301101 0.832031
1258.917859 0.804688
1280.151183 0.812500
1300.233074 0.777344
1320.195653 0.808594
1340.115320 0.800781
1359.635079 0.796875
1379.071968 0.835938
1398.741868 0.816406
1419.394083 0.843750
1439.445250 0.835938
1459.441821 0.812500
1480.708723 0.828125
1501.273382 0.816406
1520.850922 0.828125
1540.884065 0.824219
1561.425752 0.839844
1581.082163 0.808594
1600.075557 0.800781
1619.233039 0.812500
1639.978311 0.785156
1660.305414 0.777344
1680.995887 0.753906
1700.595587 0.753906
1720.130737 0.722656
1739.944292 0.691406
1759.247889 0.660156
1779.939778 0.730469
1799.192092 0.675781
1819.155338 0.699219
1839.907649 0.722656
1858.654661 0.699219
1878.232178 0.714844
1898.184225 0.710938
1918.174647 0.710938
1938.358528 0.714844
1959.659506 0.730469
1978.911704 0.722656
2000.185473 0.757812
2020.137454 0.769531
2040.706697 0.765625
2060.654263 0.765625
2078.874308 0.812500
2098.299520 0.820312
2119.279018 0.839844
2138.442921 0.855469
2158.568438 0.859375
2178.935020 0.863281
2199.512099 0.863281
2220.994168 0.871094
2240.132131 0.863281
2259.599944 0.859375
2279.275389 0.816406
2299.939241 0.789062
2321.288710 0.781250
2341.134251 0.812500
2360.913672 0.828125
2380.942334 0.820312
2400.732921 0.804688
2420.341832 0.816406
2440.276798 0.835938
2460.777855 0.816406
2481.619215 0.785156
2501.699963 0.769531
2521.716304 0.722656
2541.793036 0.683594
2562.117154 0.679688
2582.100305 0.691406
2601.492129 0.664062
2622.782426 0.687500
2642.807984 0.667969
2663.775337 0.679688
2683.157222 0.652344
2702.517685 0.640625
2723.074924 0.640625
2743.067209 0.628906
2763.566281 0.617188
2784.136105 0.632812
2804.500496 0.640625
2824.202210 0.628906
2844.051802 0.621094
2864.441662 0.636719
2884.117106 0.585938
2904.207531 0.593750
2924.077923 0.632812
2944.736980 0.621094
2966.087112 0.601562
2986.784636 0.535156
3007.152994 0.554688
3026.290536 0.601562
3046.733909 0.542969
3067.867220 0.562500
3086.847147 0.566406
3107.361056 0.550781
3127.418377 0.546875
3147.291766 0.582031
3166.911135 0.601562
3187.103713 0.593750
3207.121429 0.585938
3226.786865 0.589844
3247.040321 0.550781
3266.242352 0.585938
3287.374473 0.578125
3306.480804 0.550781
3326.573625 0.507812
3346.828229 0.507812
3367.376247 0.574219
3387.627962 0.546875
3407.567061 0.566406
3426.478584 0.539062
3446.842296 0.558594
3466.934305 0.550781
3487.127255 0.570312
3506.726177 0.542969
3526.029981 0.585938
3545.775279 0.566406
3565.225799 0.566406
3585.370180 0.550781
3605.328699 0.550781
3625.031272 0.593750
3644.316429 0.582031
3664.423143 0.605469
3684.612228 0.593750
3705.455650 0.644531
3726.193847 0.613281
3747.256775 0.585938
3767.144964 0.605469
3786.421098 0.601562
3806.676716 0.542969
3826.368492 0.601562
3845.120100 0.636719
3864.413612 0.617188
3885.172790 0.644531
3905.467115 0.636719
3925.644720 0.664062
3946.371650 0.667969
3967.314710 0.652344
3987.443128 0.632812
4007.353830 0.597656
4027.142121 0.660156
4047.724895 0.656250
4067.471223 0.632812
4087.886429 0.625000
4107.200617 0.636719
4127.763574 0.664062
4149.068962 0.671875
4168.678742 0.664062
4188.023163 0.644531
4209.078915 0.660156
4229.348367 0.660156
4249.173982 0.707031
4268.534043 0.730469
4288.778608 0.726562
4308.088790 0.703125
4327.595767 0.707031
4346.291537 0.726562
4367.753590 0.722656
4387.326664 0.718750
4407.934100 0.734375
4426.685431 0.742188
4446.764373 0.730469
4466.027990 0.691406
4485.771836 0.687500
4507.045169 0.718750
4526.214844 0.687500
4546.269270 0.695312
4566.938608 0.710938
4586.100861 0.695312
4606.155970 0.660156
4626.542737 0.679688
4647.489440 0.699219
4668.361583 0.656250
4689.323087 0.628906
4709.180991 0.644531
4730.635513 0.632812
4751.415484 0.605469
4770.760499 0.562500
4790.311976 0.597656
4810.975597 0.585938
4831.268107 0.597656
4851.055204 0.582031
4870.420146 0.558594
4891.481517 0.535156
4910.940428 0.546875
4930.462358 0.589844
4950.211093 0.601562
4971.916121 0.632812
4991.394060 0.640625
5011.859553 0.566406
5031.896086 0.562500
5051.767763 0.613281
5071.240377 0.679688
5091.139083 0.699219
5111.698854 0.734375
5131.276757 0.726562
5152.571571 0.722656
5171.160973 0.761719
5190.565492 0.812500
5211.051323 0.808594
5230.625236 0.785156
5251.837254 0.792969
5272.615931 0.800781
5293.074955 0.777344
5313.721771 0.792969
5333.549910 0.820312
5354.179716 0.761719
5373.091934 0.777344
5392.456641 0.757812
5412.002494 0.773438
5432.798070 0.808594
5452.340469 0.800781
5472.193712 0.777344
5493.781461 0.730469
5513.776981 0.738281
5533.228623 0.746094
5553.934394 0.726562
5574.615304 0.664062
5595.319200 0.660156
5614.206202 0.632812
5633.700808 0.687500
5653.560329 0.730469
5674.097426 0.722656
5694.557260 0.753906
5715.270006 0.789062
5736.650525 0.753906
5756.084305 0.800781
5774.937091 0.804688
5794.450228 0.789062
5814.328542 0.773438
5833.794215 0.773438
5853.699706 0.734375
5873.447887 0.714844
5892.427799 0.671875
5912.409009 0.671875
5932.645930 0.671875
5952.668954 0.664062
5973.273896 0.675781
5993.472318 0.656250
6013.018856 0.664062
6033.235059 0.664062
6054.092976 0.671875
6075.024336 0.652344
6095.188518 0.652344
6115.630513 0.671875
6136.673405 0.679688
6156.143181 0.683594
6176.564062 0.683594
